Mean_R_Squared,Mean_Adj_R_Squared,Mean_Alpha,Mean_Alpha_t_stat,Mean_|Alpha_t_stat|,Share_Significant_Alpha,Mean_Beta_R_MKT,Mean_t_stat_Beta_R_MKT_,Mean_Beta_CSMB,Mean_t_stat_Beta_CSMB,Mean_Beta_CMH,Mean_t_stat_Beta_CMH,Mean_Beta_CIHML,Mean_t_stat_Beta_CIHML
0.6754527741317669,0.6703133983048337,-0.00037409831746328175,-0.46820121264272485,1.0704395256116417,0.047619047619047616,1.2586690259738287,23.629486073199203,0.3957119919158629,2.8403221870928412,-0.07370904752732407,-0.9372105249618835,0.1777558544157766,1.7671452464358324
