Mean_R_Squared,Mean_Adj_R_Squared,Mean_Alpha,Mean_Alpha_t_stat,Mean_|Alpha_t_stat|,Share_Significant_Alpha,Mean_Beta_R_MKT,Mean_t_stat_Beta_R_MKT_
0.6097821268783634,0.6081665803873973,-3.7938568770986955e-05,-0.28603229796833063,0.9215373416221363,0.047619047619047616,1.3467290752474448,25.127446925003277
