date,id,symbol,name,price_usd,volume_24h,market_cap,percent_change_24h,percent_change_7d
2025-01-02,2010,ADA,Cardano,0.9177262622,926782282.28,32248700123.63116,8.765271088752,0.094218963017
2025-01-03,2010,ADA,Cardano,0.9612822008,1199611676.79,33779246277.90514,4.746070844426,11.804083394226
2025-01-04,2010,ADA,Cardano,1.0903233913,2503309533.4,38313725489.20078,13.423861426599,24.624472345978
2025-01-05,2010,ADA,Cardano,1.0712988962,1175458352.13,37657392279.975784,-1.744848846788,20.662609313428
2025-01-06,2010,ADA,Cardano,1.0934689916,1241331245.65,38436696714.08629,2.069459372854,27.352432927062
2025-01-07,2010,ADA,Cardano,1.094253701,1304342017.85,38464280154.68234,0.071763296418,27.235237780414
2025-01-08,2010,ADA,Cardano,0.9919353305,2238696121.63,34867671375.92705,-9.350516282358,17.560235083575
2025-01-09,2010,ADA,Cardano,0.9479637303,1978288972.02,33322018892.300476,-4.432909978306,3.294824319758
2025-01-10,2010,ADA,Cardano,0.9059296062,1351503158.47,31850864724.26752,-4.434148985174,-5.758204465672
2025-01-11,2010,ADA,Cardano,0.9313855245,1251988122.94,32745849286.862923,2.809922337567,-14.577130790885
2025-01-12,2010,ADA,Cardano,0.9946182493,889074338.73,34968998800.993256,6.78910323765,-7.157726676295
2025-01-13,2010,ADA,Cardano,0.9682780718,1120270879.04,34042925268.585793,-2.648270079672,-11.448968444302
2025-01-14,2010,ADA,Cardano,0.944636575,1532231675.68,33211732521.527195,-2.441602008349,-13.672983322047
2025-01-15,2010,ADA,Cardano,0.9951292603,1119213742.09,34993010222.876884,5.345196940054,0.321989714944
2025-01-16,2010,ADA,Cardano,1.079124849,2213960720.19,37946655152.8602,8.440671183105,13.83609040145
2025-01-17,2010,ADA,Cardano,1.0898538657,2243077065.7,38323933368.92814,0.994233126868,20.302268332981
2025-01-18,2010,ADA,Cardano,1.1350362227,1819157795.71,39912738704.189514,4.145726170554,21.865349283753
2025-01-19,2010,ADA,Cardano,1.101971865,1614777996.48,38750054165.34159,-2.913066295613,10.793449219661
2025-01-20,2010,ADA,Cardano,0.9916793754,2979478978.35,34878696051.208206,-10.008648414822,2.416795779807
2025-01-21,2010,ADA,Cardano,1.0088665042,2753562913.43,35483190463.98489,1.733133635183,6.799432811986
2025-01-22,2010,ADA,Cardano,1.0048982538,1689379496.43,35343621765.06098,-0.393337513056,0.981680863476
2025-01-23,2010,ADA,Cardano,0.981623328,973007550.92,34525011353.894356,-2.316147497866,-9.035240087833
2025-01-24,2010,ADA,Cardano,0.9874758232,1176137698.77,34730851473.654526,0.596205798892,-9.393740362619
2025-01-25,2010,ADA,Cardano,0.9714609639,899572013.1,34176216388.082363,-1.621797619159,-14.411457144388
2025-01-26,2010,ADA,Cardano,0.9773104638,518454459.99,34382003120.53951,0.602134332602,-11.31257567667
2025-01-27,2010,ADA,Cardano,0.9545903032,558721927.33,33582702732.457523,-2.3247638751,-3.740026574762
2025-01-28,2010,ADA,Cardano,0.9330443151,1387985011.95,32824709998.37265,-2.257092706694,-7.515581970579
2025-01-29,2010,ADA,Cardano,0.9161240044,768158797.8,32229449640.108044,-1.813451994836,-8.834153018975
2025-01-30,2010,ADA,Cardano,0.9411243701,819703583.93,33114255287.34653,2.72892813841,-4.125712660786
2025-01-31,2010,ADA,Cardano,0.9607607924,626528540.55,33805179379.74628,2.086485371343,-2.705385812371
2025-02-01,2010,ADA,Cardano,0.9423078868,700740532.6,33155898320.269615,-1.920655566365,-3.000951984212
2025-02-02,2010,ADA,Cardano,0.8976321689,576212567.25,31583945478.421505,-4.741095616423,-8.152813043853
2025-02-03,2010,ADA,Cardano,0.8025550335,1555576694.31,28238576222.15823,-10.591992879892,-15.92675614486
2025-02-04,2010,ADA,Cardano,0.8119516432,4677370191.21,28575420783.806717,1.170836809587,-12.978233718822
2025-02-05,2010,ADA,Cardano,0.745835999,1601156288.28,26248579808.599033,-8.142805639895,-18.587877247408
2025-02-06,2010,ADA,Cardano,0.7330143807,839755856.56,25797342175.69515,-1.719093513608,-22.112910471276
2025-02-07,2010,ADA,Cardano,0.7050783861,844897601.68,24814176726.26361,-3.811111403398,-26.612493803268
2025-02-08,2010,ADA,Cardano,0.7071726267,940480319.67,24887880384.530254,0.297022379907,-24.95312449402
2025-02-09,2010,ADA,Cardano,0.7017579501,553945672.45,24699916907.59108,-0.765679609076,-21.82121202748
2025-02-10,2010,ADA,Cardano,0.6827053437,679510399.85,24029318457.74582,-2.714982614533,-14.9335166719
2025-02-11,2010,ADA,Cardano,0.7108096824,751258630.6,25018512565.821438,4.116613252328,-12.456648331605
2025-02-12,2010,ADA,Cardano,0.7793637216,1813558062.27,27431422988.47037,9.644499913018,4.495321038887
2025-02-13,2010,ADA,Cardano,0.7994387824,1231139120.16,28138008977.49446,2.57582696064,9.061814265678
2025-02-14,2010,ADA,Cardano,0.8107433425,840103205.41,28539133300.286503,1.414062006273,14.986270824288
2025-02-15,2010,ADA,Cardano,0.8003193332,787146052.9,28172195728.99924,-1.285734809906,13.171707016127
2025-02-16,2010,ADA,Cardano,0.7810917961,493890455.0,27495363476.654587,-2.402483139246,11.305015645342
2025-02-17,2010,ADA,Cardano,0.7719663162,448583534.71,27174135692.941166,-1.168298007721,13.074597015488
2025-02-18,2010,ADA,Cardano,0.8087442237,1041528000.1,28468761932.058777,4.764185524598,13.777885102163
2025-02-19,2010,ADA,Cardano,0.7528894571,905991161.97,26505312697.903416,-6.906357412219,-3.396907473725
2025-02-20,2010,ADA,Cardano,0.7729690531,706069100.97,27212210592.227528,2.667004545017,-3.311038932559
2025-02-21,2010,ADA,Cardano,0.804448715,688015525.67,28320445373.753147,4.072564328317,-0.776401995347
2025-02-22,2010,ADA,Cardano,0.7614392503,951679828.16,26806306345.28622,-5.346452036627,-4.858071173949
2025-02-23,2010,ADA,Cardano,0.7744080927,530676665.98,27262871675.158253,1.703201194492,-0.855687309818
2025-02-24,2010,ADA,Cardano,0.7699819127,495224134.14,27109199954.86243,-0.571556536867,-0.257058309316
2025-02-25,2010,ADA,Cardano,0.6821717072,961210862.22,24017615100.845116,-11.404190677574,-15.650500225472
2025-02-26,2010,ADA,Cardano,0.6825552006,1317504559.31,24031116976.331596,0.056216553683,-9.341910134444
2025-02-27,2010,ADA,Cardano,0.6451962461,869250951.81,22715798587.904945,-5.473396803495,-16.530132292728
2025-02-28,2010,ADA,Cardano,0.6454957163,683556487.22,22726342210.763767,0.046415373943,-19.759245774848
2025-03-01,2010,ADA,Cardano,0.6329417545,1102219672.67,22287413073.620235,-1.944855950292,-16.875607058606
2025-03-02,2010,ADA,Cardano,0.6592016223,585656017.81,23212086660.641045,4.14886009411,-14.876713130147
2025-03-03,2010,ADA,Cardano,1.1304710572,7654432455.84,39806625558.94691,71.490939788899,46.817871775733
2025-03-04,2010,ADA,Cardano,0.85537337,7024468417.77,30119769308.305305,-24.334783756782,25.389745872189
2025-03-05,2010,ADA,Cardano,0.9414213082,5401969696.71,33149725745.519367,10.059693373477,37.926032566573
2025-03-06,2010,ADA,Cardano,0.9750393813,3945205355.66,34344994599.68903,3.570991309341,51.122916059811
2025-03-07,2010,ADA,Cardano,0.9075018763,2621329105.5,31966039154.79418,-6.926643817019,40.589914603865
2025-03-08,2010,ADA,Cardano,0.8169908422,3481415439.84,28777859233.577946,-9.973647050163,29.078360915963
2025-03-09,2010,ADA,Cardano,0.8047358569,1184596674.23,28346187024.021805,-1.500015015198,22.077347755862
2025-03-10,2010,ADA,Cardano,0.7204096745,1597868023.52,25375863635.486416,-10.478740530493,-36.273496796655
2025-03-11,2010,ADA,Cardano,0.6724271449,1891700863.76,23690032686.86174,-6.660450481356,-21.387879441476
2025-03-12,2010,ADA,Cardano,0.7227337234,1875818966.01,25462365196.76112,7.481342610736,-23.229512965885
2025-03-13,2010,ADA,Cardano,0.7353788144,1355669185.59,25907859734.32657,1.749619621441,-24.579578170269
2025-03-14,2010,ADA,Cardano,0.702331976,1195325621.82,24743598759.57328,-4.493852393414,-22.608206738993
2025-03-15,2010,ADA,Cardano,0.7383565547,1015741337.05,26012767403.89391,5.129280735001,-9.624867677856
2025-03-16,2010,ADA,Cardano,0.7481573183,720496322.6,26361171404.448772,1.327375440674,-7.030696860315
2025-03-17,2010,ADA,Cardano,0.705716593,807100910.55,24865781053.694485,-5.672700684697,-2.039545283886
2025-03-18,2010,ADA,Cardano,0.7180849149,756252744.2,25301576370.367794,1.752590500706,6.789995081353
2025-03-19,2010,ADA,Cardano,0.7020826225,697346305.73,24737738842.35169,-2.228467980661,-2.857359520938
2025-03-20,2010,ADA,Cardano,0.7442015924,1096810986.49,26221792206.77445,5.99914718916,1.199759613784
2025-03-21,2010,ADA,Cardano,0.7174920046,850547043.7,25283658462.402637,-3.58902589468,2.158527467568
2025-03-22,2010,ADA,Cardano,0.7051372291,660921656.15,24848289258.648834,-1.721939110992,-4.499089952905
2025-03-23,2010,ADA,Cardano,0.7009365675,458146693.02,24700262392.23058,-0.595722566159,-6.311607142496
2025-03-24,2010,ADA,Cardano,0.7095674408,585345760.84,25004405225.795815,1.231334423641,0.545664911587
2025-03-25,2010,ADA,Cardano,0.731187135,894870896.64,25766260355.59542,3.046883630784,1.824605946049
