date,id,symbol,name,price_usd,volume_24h,market_cap,percent_change_24h,percent_change_7d
2025-03-25,5805,AVAX,Avalanche,21.4688792825,503054323.79,8904677620.321789,8.371785330589,14.011123792828
2025-03-26,5805,AVAX,Avalanche,22.9230766624,367984218.61,9508258941.891397,6.773513236107,20.655290518354
2025-03-27,5805,AVAX,Avalanche,22.0477067302,287127488.85,9145567868.13818,-3.818727935488,11.645472621697
2025-03-28,5805,AVAX,Avalanche,22.0013093296,231031510.03,9126681825.4023,-0.210440936813,17.459869733033
2025-03-29,5805,AVAX,Avalanche,20.3738991614,324980742.95,8451796707.454728,-7.396878721446,6.360941512741
2025-03-30,5805,AVAX,Avalanche,19.6603774488,234388492.2,8155960498.667327,-3.502136272079,1.232790455972
2025-03-31,5805,AVAX,Avalanche,18.8666024002,222481133.18,7826822114.301221,-4.037435449479,-4.76413052014
2025-04-01,5805,AVAX,Avalanche,18.76910083,253411193.09,7786703851.559125,-0.516794535233,-12.575311533541
2025-04-02,5805,AVAX,Avalanche,19.7994403209,287428585.43,8214465405.1376,5.489551685013,-13.62660164478
2025-04-03,5805,AVAX,Avalanche,18.0130421781,475349027.29,7473658679.909266,-9.022467876989,-18.299701649143
2025-04-04,5805,AVAX,Avalanche,18.1348010208,333259581.25,7524715160.209995,0.675948246126,-17.573991851636
2025-04-05,5805,AVAX,Avalanche,18.1816918672,346996253.56,7550202993.347907,0.258568298392,-10.759880947766
2025-04-06,5805,AVAX,Avalanche,17.8907053901,135742267.0,7429592598.958783,-1.600436742771,-9.001211005853
2025-04-07,5805,AVAX,Avalanche,15.9965448774,354646260.92,6643083308.1392145,-10.58739983336,-15.212370843856
2025-04-08,5805,AVAX,Avalanche,16.6917585366,729917438.85,6935714718.6354,4.346023872663,-11.067883923716
2025-04-09,5805,AVAX,Avalanche,16.1213182128,361418771.31,6700768083.31337,-3.417496859534,-18.576899389304
2025-04-10,5805,AVAX,Avalanche,18.4449183434,610170445.41,7667766777.779409,14.413214229359,2.397574829731
2025-04-11,5805,AVAX,Avalanche,18.3283269957,282935899.69,7619846049.165182,-0.632105524072,1.067152458265
2025-04-12,5805,AVAX,Avalanche,19.1600637362,331285734.18,7967024947.920599,4.537985058503,5.381082663605
2025-04-13,5805,AVAX,Avalanche,20.4726023962,330552931.14,8513282300.434642,6.850387755057,14.431499205121
2025-04-14,5805,AVAX,Avalanche,19.587485528,270022109.16,8145412193.578988,-4.323421376038,22.448226652079
2025-04-15,5805,AVAX,Avalanche,20.0898568268,393241872.52,8354460550.643589,2.564756451799,20.357940613542
2025-04-16,5805,AVAX,Avalanche,19.0362698388,269641780.5,7919566115.263692,-5.244372805492,18.081347861621
2025-04-17,5805,AVAX,Avalanche,18.7595666525,246906147.93,7804632474.835187,-1.453557805975,1.705880737784
2025-04-18,5805,AVAX,Avalanche,19.0399747408,192736295.18,7921415158.254723,1.494747151842,3.88277525431
2025-04-19,5805,AVAX,Avalanche,19.0732129472,121727059.22,7935292690.83312,0.174570643335,-0.453290710408
2025-04-20,5805,AVAX,Avalanche,19.8930160322,175291920.26,8276422853.839495,4.298190804375,-2.831034144355
2025-04-21,5805,AVAX,Avalanche,19.5016433251,157130279.36,8113668236.844652,-1.967387481213,-0.438250242865
2025-04-22,5805,AVAX,Avalanche,19.9228962107,347352896.47,8289022256.463736,2.160089170696,-0.831069218602
2025-04-23,5805,AVAX,Avalanche,22.0852067645,457069162.54,9189335085.003134,10.853394661804,16.016462004239
2025-04-24,5805,AVAX,Avalanche,22.3381075295,443553410.74,9294668793.590597,1.1451138658,19.075818451389
2025-04-25,5805,AVAX,Avalanche,22.3595221408,329291967.51,9303639285.567463,0.095865826361,17.434620818779
2025-04-26,5805,AVAX,Avalanche,22.1871425438,377457241.73,9232484387.75917,-0.770944906348,16.326193207438
2025-04-27,5805,AVAX,Avalanche,22.4238388235,288852737.54,9331062176.708513,1.066817321003,12.722167353748
2025-04-28,5805,AVAX,Avalanche,21.7600111524,255675228.27,9058082260.73911,-2.960365869018,11.580397557626
2025-04-29,5805,AVAX,Avalanche,21.8426125855,366382427.33,9096734899.761578,0.37960197965,9.635729436876
2025-04-30,5805,AVAX,Avalanche,21.5504838471,268637883.82,8979485601.508308,-1.33742581083,-2.421181395929
2025-05-01,5805,AVAX,Avalanche,20.9100945578,313666362.21,8718720051.549051,-2.97157731479,-6.392721360704
2025-05-02,5805,AVAX,Avalanche,21.6481438587,331776831.57,9029213255.50058,3.529631579776,-3.181545104738
2025-05-03,5805,AVAX,Avalanche,21.2488049911,293049205.94,8868140493.844587,-1.84467948003,-4.229195133184
2025-05-04,5805,AVAX,Avalanche,20.547041957,166483203.64,8579209634.649335,-3.302600002371,-8.36965018016
2025-05-05,5805,AVAX,Avalanche,19.9012671792,184193293.84,8313382355.114078,-3.142908741389,-8.542017557698
2025-05-06,5805,AVAX,Avalanche,19.6860638429,219775441.06,8223865758.440582,-1.081354942745,-9.873126367877
2025-05-07,5805,AVAX,Avalanche,20.0212837068,222100250.86,8364166592.419131,1.702828288026,-7.095897015927
2025-05-08,5805,AVAX,Avalanche,19.5291146806,269865139.45,8162109884.838003,-2.458229119607,-6.604369355555
2025-05-09,5805,AVAX,Avalanche,22.116088742,511652675.9,9245145487.361397,13.246755439847,2.161593558764
2025-05-10,5805,AVAX,Avalanche,23.2538068362,645087736.32,9723379009.569468,5.144300637965,9.435833431066
2025-05-11,5805,AVAX,Avalanche,25.8858988174,641329039.59,10826506253.128988,11.318972414916,25.983578909204
2025-05-12,5805,AVAX,Avalanche,24.7569167725,459204427.27,10357193266.04464,-4.361378574654,24.398695568264
2025-05-13,5805,AVAX,Avalanche,24.8314691666,776948564.98,10390161039.570553,0.301137636648,26.137298775069
2025-05-14,5805,AVAX,Avalanche,25.7666575398,512635211.08,10784316836.65982,3.766141934153,28.69633094978
2025-05-15,5805,AVAX,Avalanche,24.9851256424,486581760.25,10460459477.024748,-3.033113224338,27.937830521373
2025-05-16,5805,AVAX,Avalanche,23.4362211123,583067368.91,9814484707.502474,-6.199306548514,5.969104147605
2025-05-17,5805,AVAX,Avalanche,23.0896402456,365598468.53,9670857048.041891,-1.478825724975,-0.705977269825
2025-05-18,5805,AVAX,Avalanche,22.1906653487,298828665.01,9332689295.594604,-3.893412315202,-14.275082718827
2025-05-19,5805,AVAX,Avalanche,23.0834519928,435510872.64,9709579940.656675,4.023253156385,-6.759584786461
2025-05-20,5805,AVAX,Avalanche,22.2728742209,364006025.79,9371143611.243435,-3.51151020258,-10.303840374872
2025-05-21,5805,AVAX,Avalanche,22.5840927217,357586262.18,9505258249.329823,1.397298335562,-12.351484910803
2025-05-22,5805,AVAX,Avalanche,23.1864247426,546714333.07,9762478698.557148,2.66706317719,-7.199086871086
2025-05-23,5805,AVAX,Avalanche,25.2398829738,729018997.63,10627681829.873098,8.856295241702,7.696043883572
2025-05-24,5805,AVAX,Avalanche,23.0290718532,722595203.21,9697549906.647234,-8.759197191747,-0.262318476031
2025-05-25,5805,AVAX,Avalanche,22.9744740135,331333393.66,9674676765.464798,-0.237082240961,3.532154861085
2025-05-26,5805,AVAX,Avalanche,23.4401453317,294720353.66,9871029404.50789,2.026907418771,1.545233958388
2025-05-27,5805,AVAX,Avalanche,23.0728193609,322817262.46,9716547488.61293,-1.56708060299,3.591566728448
2025-05-28,5805,AVAX,Avalanche,23.3745920167,413790279.04,9844309725.389324,1.307914091533,3.500248182177
2025-05-29,5805,AVAX,Avalanche,23.5570303055,350923226.28,9921309996.648237,0.780498280794,1.598373043781
2025-05-30,5805,AVAX,Avalanche,22.2474681758,552635636.57,9370256096.154633,-5.559113830244,-11.855898068591
2025-05-31,5805,AVAX,Avalanche,20.5589610867,607436057.86,8665500024.254057,-7.589659532137,-10.726054363709
2025-06-01,5805,AVAX,Avalanche,20.8005376137,390935629.78,8767589422.25215,1.175042483638,-9.462399002305
2025-06-02,5805,AVAX,Avalanche,20.8741170044,244490961.61,8798952032.757153,0.353737927618,-10.947151952521
2025-06-03,5805,AVAX,Avalanche,21.1814413914,323770110.05,8929388708.517351,1.472274908238,-8.197428931385
2025-06-04,5805,AVAX,Avalanche,21.1494431225,342477778.61,8916191080.929283,-0.151067475874,-9.519519710084
2025-06-05,5805,AVAX,Avalanche,20.1456891365,327795680.95,8493212206.462869,-4.746006692365,-14.481202107237
2025-06-06,5805,AVAX,Avalanche,18.7967241513,476111171.8,7924692083.310944,-6.696047854375,-15.510726871038
2025-06-07,5805,AVAX,Avalanche,19.6679734492,307726678.07,8294947573.284696,4.635112431475,-4.333816450152
2025-06-08,5805,AVAX,Avalanche,20.6745069286,260705241.49,8719537476.200058,5.117626796025,-0.60590109444
2025-06-09,5805,AVAX,Avalanche,21.0552650878,311009065.37,8880274010.442802,1.84167951632,0.867811957881
2025-06-10,5805,AVAX,Avalanche,21.9512235863,418422372.83,9258221881.94496,4.255270568764,3.634229515971
2025-06-11,5805,AVAX,Avalanche,22.5434143858,531818995.43,9509151913.598057,2.697757586097,6.591054219648
2025-06-12,5805,AVAX,Avalanche,21.5931551429,467768604.33,9108542493.271503,-4.215240986321,7.18499127348
2025-06-13,5805,AVAX,Avalanche,20.3520277414,389797542.08,8585064909.149911,-5.747781615763,8.274333216381
2025-06-14,5805,AVAX,Avalanche,19.4188942068,679575261.76,8191607871.821385,-4.584965912978,-1.266420472801
2025-06-15,5805,AVAX,Avalanche,18.9583728199,206723711.48,7997401519.90943,-2.371511899801,-8.30072569403
2025-06-16,5805,AVAX,Avalanche,19.1148857292,190925339.36,8063488307.078386,0.825560878743,-9.215649152845
2025-06-17,5805,AVAX,Avalanche,19.0660929502,337960443.21,8043019226.766566,-0.255260636291,-13.143370458374
2025-06-18,5805,AVAX,Avalanche,18.6196081387,378927238.35,7856499240.578626,-2.341774021021,-17.405554367266
2025-06-19,5805,AVAX,Avalanche,18.1612635144,326443371.9,7663480631.125235,-2.461623364039,-15.893423660297
2025-06-20,5805,AVAX,Avalanche,18.0656960049,315185900.78,7623252208.632872,-0.526216193212,-11.233926002278
2025-06-21,5805,AVAX,Avalanche,17.3680630266,326593886.68,7329051371.474972,-3.86164462276,-10.561009079007
2025-06-22,5805,AVAX,Avalanche,16.7890207199,326741752.72,7084846229.02347,-3.333948672342,-11.442712518612
