date,id,symbol,name,price_usd,volume_24h,market_cap,percent_change_24h,percent_change_7d
2025-01-02,512,XLM,Stellar,0.4239226758,1813973971.19,12836380782.239946,27.807861907194,10.731054630039
2025-01-03,512,XLM,Stellar,0.4327157978,1742556039.65,13123668977.848606,2.074227789159,22.150238582099
2025-01-04,512,XLM,Stellar,0.448389207,1270086059.62,13601263002.869034,3.622102390437,28.371483497222
2025-01-05,512,XLM,Stellar,0.4506603851,1156145212.15,13675849402.202372,0.506519344391,26.718049368153
2025-01-06,512,XLM,Stellar,0.4406844248,554633058.45,13373114848.489815,-2.213631500255,30.420947941324
2025-01-07,512,XLM,Stellar,0.4459885161,657539738.91,13542112470.525574,1.20360307075,34.471875354231
2025-01-08,512,XLM,Stellar,0.4180040955,1039078806.84,12694473003.37212,-6.274695328784,26.023477312117
2025-01-09,512,XLM,Stellar,0.4256845193,1116156797.42,12927843895.748522,1.837403960475,0.415604924657
2025-01-10,512,XLM,Stellar,0.3914446667,642764466.54,11890295442.903618,-8.043480813237,-9.537699173412
2025-01-11,512,XLM,Stellar,0.4147055721,651178481.16,12606391975.630508,5.942322737766,-7.512142210157
2025-01-12,512,XLM,Stellar,0.445831463,739561761.12,13552564711.943228,7.505539594102,-1.071521305702
2025-01-13,512,XLM,Stellar,0.422508609,450257703.11,12843584851.864744,-5.231316312146,-4.124451608765
2025-01-14,512,XLM,Stellar,0.4195460222,791174209.38,12756463143.582603,-0.701189691793,-5.928962961515
2025-01-15,512,XLM,Stellar,0.4301054934,545872975.01,13079755693.431662,2.516880301935,2.895042889255
2025-01-16,512,XLM,Stellar,0.4893721893,2156721047.12,14893106738.770823,13.779571949849,14.961237034721
2025-01-17,512,XLM,Stellar,0.4821928748,1966495460.09,14681228156.909374,-1.467045869252,23.18289552207
2025-01-18,512,XLM,Stellar,0.4883987643,1013662200.58,14876947546.8137,1.287013945789,17.770002905354
2025-01-19,512,XLM,Stellar,0.4906807131,928587593.24,14946456012.498257,0.467230651072,10.059687066756
2025-01-20,512,XLM,Stellar,0.4329966345,1179521275.09,13189359831.427383,-11.755929477103,2.482322316898
2025-01-21,512,XLM,Stellar,0.4465495247,1388887381.8,13602187080.537094,3.130022066512,6.436362421308
2025-01-22,512,XLM,Stellar,0.4417149595,587266545.39,13466899387.730068,-1.082649285331,2.699213626221
2025-01-23,512,XLM,Stellar,0.4280011564,455875774.82,13048795456.080675,-3.104672533777,-12.540768397139
2025-01-24,512,XLM,Stellar,0.4318173313,472491823.92,13167299988.876957,0.891627230913,-10.447177082816
2025-01-25,512,XLM,Stellar,0.4309071852,416290098.19,13151180905.470448,-0.210771092081,-11.771442386325
2025-01-26,512,XLM,Stellar,0.4170575106,300053953.26,12728491617.916574,-3.214073711337,-15.004299228576
2025-01-27,512,XLM,Stellar,0.4066655763,274667839.6,12411331283.16469,-2.491726931739,-6.081123056332
2025-01-28,512,XLM,Stellar,0.4071119989,711254516.73,12424954803.43449,0.109776342873,-8.831612979384
2025-01-29,512,XLM,Stellar,0.3937260865,385310700.21,12018387988.029789,-3.288017161381,-10.864217275738
2025-01-30,512,XLM,Stellar,0.3927546438,330779569.85,11994232791.238405,-0.246730593696,-8.235144249503
2025-01-31,512,XLM,Stellar,0.4299561687,577246241.78,13132646560.09135,9.47195036338,-0.431006917657
2025-02-01,512,XLM,Stellar,0.4140800629,333511112.65,12660913931.421053,-3.69249401551,-3.905045643794
2025-02-02,512,XLM,Stellar,0.3931073184,269059835.98,12019650099.195208,-5.064900831846,-5.742659380487
2025-02-03,512,XLM,Stellar,0.3538532834,650368330.24,10819417251.51601,-9.985577264556,-12.986664234081
2025-02-04,512,XLM,Stellar,0.3704544885,1721206045.15,11324149916.626165,4.69155040416,-9.004281500222
2025-02-05,512,XLM,Stellar,0.341491937,539683064.8,10441509592.241901,-7.818113265144,-13.266621468195
2025-02-06,512,XLM,Stellar,0.3272743768,287897048.13,10006790898.855612,-4.163366281763,-16.67205416956
2025-02-07,512,XLM,Stellar,0.3184639372,316021774.14,9739109485.19912,-2.692065215104,-25.931069176052
2025-02-08,512,XLM,Stellar,0.3269779343,383430859.42,10002749513.199196,2.673457218911,-21.035093553063
2025-02-09,512,XLM,Stellar,0.3319831989,199038484.9,10155916602.234184,1.530765241065,-15.54896504036
2025-02-10,512,XLM,Stellar,0.3145387584,285806230.52,9622261700.965755,-5.254615440701,-11.110402749588
2025-02-11,512,XLM,Stellar,0.3129319322,313988258.8,9571634118.982777,-0.510851595511,-15.527563606412
2025-02-12,512,XLM,Stellar,0.3183599575,422317851.82,9739430990.719967,1.734570606925,-6.773799614876
2025-02-13,512,XLM,Stellar,0.3330174517,339865796.58,10197912882.699934,4.604063364547,1.754819571316
2025-02-14,512,XLM,Stellar,0.3375302019,280240630.65,10329441619.456457,1.355109221033,5.986946226075
2025-02-15,512,XLM,Stellar,0.3509218431,419623315.44,10742772401.152634,3.967538650875,7.322790395122
2025-02-16,512,XLM,Stellar,0.349031517,266859079.36,10684903208.010805,-0.538674381041,5.135295459263
2025-02-17,512,XLM,Stellar,0.3426251895,166867064.49,10488785579.65161,-1.835458185537,8.929402263677
2025-02-18,512,XLM,Stellar,0.3337251051,221348611.61,10216326898.874386,-2.597615295907,6.644631248999
2025-02-19,512,XLM,Stellar,0.3231971793,216229438.99,9903730851.657494,-3.154670006932,1.519419049824
2025-02-20,512,XLM,Stellar,0.3421877701,237746114.06,10485710837.617302,5.875852867187,2.753705054677
