date,id,symbol,name,price_usd,volume_24h,market_cap,percent_change_24h,percent_change_7d
2025-01-02,3635,CRO,Cronos,0.1503283452,33378570.13,3994458749.4238434,6.649581638846,-4.914912016053
2025-01-03,3635,CRO,Cronos,0.1504317524,34680856.26,3997206440.0336766,0.068787557519,-0.216105109666
2025-01-04,3635,CRO,Cronos,0.1596490559,46969088.49,4242124579.429425,6.127232682876,7.681713219392
2025-01-05,3635,CRO,Cronos,0.1617857254,41212046.48,4298899223.254434,1.338353996022,7.722614448579
2025-01-06,3635,CRO,Cronos,0.159080116,28303782.82,4227006958.175949,-1.672341251676,10.000580934827
2025-01-07,3635,CRO,Cronos,0.1621600329,37834497.46,4308845156.865189,1.936079109852,14.705114487612
2025-01-08,3635,CRO,Cronos,0.1494771515,43581139.85,3971841202.6037855,-7.821212923478,6.045707107308
2025-01-09,3635,CRO,Cronos,0.1454420376,36840182.7,3864621931.045163,-2.699485354257,-3.25042331198
2025-01-10,3635,CRO,Cronos,0.1385566526,35768991.43,3681666505.5292087,-4.734109281072,-7.89401146121
2025-01-11,3635,CRO,Cronos,0.1437036476,30716335.89,3818430193.9549694,3.714722347078,-9.987787429181
2025-01-12,3635,CRO,Cronos,0.1416356783,22956113.81,3763481021.9173155,-1.439051370499,-12.454774432507
2025-01-13,3635,CRO,Cronos,0.1376838032,19749295.79,3658473532.970732,-2.790169216612,-13.45002340499
2025-01-14,3635,CRO,Cronos,0.1347273095,36743256.06,3579914883.1101866,-2.14730677023,-16.917068198508
2025-01-15,3635,CRO,Cronos,0.1369173902,32815009.51,3638108744.135073,1.625565493175,-8.40246226989
2025-01-16,3635,CRO,Cronos,0.1448788949,38164774.21,3849658349.2730746,5.814823580495,-0.387193936149
2025-01-17,3635,CRO,Cronos,0.1437675077,36494393.74,3820127057.6968217,-0.767114608543,3.76081190297
2025-01-18,3635,CRO,Cronos,0.1467556623,57693345.63,3899526987.7039165,2.07846306701,2.123825489263
2025-01-19,3635,CRO,Cronos,0.1345936652,58580422.89,3576363742.8562355,-8.287242167234,-4.971920357014
2025-01-20,3635,CRO,Cronos,0.1311202599,106595458.14,3484069943.2757707,-2.580660307968,-4.76711360963
2025-01-21,3635,CRO,Cronos,0.1320144901,70480556.56,3507831035.6396103,0.681992404019,-2.013563166283
2025-01-22,3635,CRO,Cronos,0.139152221,44643377.01,3697491687.3311496,5.406778427028,1.632247614693
2025-01-23,3635,CRO,Cronos,0.1401896665,58745123.16,3725058232.287982,0.74554717868,-3.236653897056
2025-01-24,3635,CRO,Cronos,0.1398209098,42043614.35,3715259791.483308,-0.26304127865,-2.745125086932
2025-01-25,3635,CRO,Cronos,0.1383143577,27820623.42,3675228351.0057306,-1.077486978686,-5.751944720615
2025-01-26,3635,CRO,Cronos,0.1383629199,17357583.02,3676518723.067592,0.035109983343,2.800469622572
2025-01-27,3635,CRO,Cronos,0.1343704274,18905735.04,3570431968.328134,-2.885521949714,2.478768407593
2025-01-28,3635,CRO,Cronos,0.1326645779,39884141.77,3525104884.9693465,-1.269512590097,0.492436755198
2025-01-29,3635,CRO,Cronos,0.1276487126,24891379.96,3391825514.9660134,-3.780862537498,-8.266852185563
2025-01-30,3635,CRO,Cronos,0.1287479364,24057473.61,3421033607.5804234,0.861131932805,-8.161607302467
2025-01-31,3635,CRO,Cronos,0.1310849326,18706561.17,3483131242.8430586,1.815171740057,-6.247976229613
2025-02-01,3635,CRO,Cronos,0.1297508911,20266336.08,3447683677.7911325,-1.01769248933,-6.191307083064
2025-02-02,3635,CRO,Cronos,0.1240118944,17370280.82,3295189579.6155815,-4.423088439287,-10.372016904455
2025-02-03,3635,CRO,Cronos,0.1082405346,51646463.4,2876119933.9464636,-12.717618684568,-19.446163392571
2025-02-04,3635,CRO,Cronos,0.1136935446,99693878.77,3021014920.28502,5.037863151268,-14.299999039283
2025-02-05,3635,CRO,Cronos,0.1067618701,42052532.62,2836829510.8167734,-6.096805687106,-16.362752202328
2025-02-06,3635,CRO,Cronos,0.101796046,22846989.79,2704879815.473889,-4.651308611947,-20.933842640998
2025-02-07,3635,CRO,Cronos,0.095841637,21725042.64,2546661875.2904043,-5.849351948222,-26.885847884051
2025-02-08,3635,CRO,Cronos,0.0944271463,23621149.37,2509076648.893741,-1.475862451994,-27.224279157151
2025-02-09,3635,CRO,Cronos,0.0943582721,16506686.77,2507246554.7074084,-0.072938950954,-23.911917838733
2025-02-10,3635,CRO,Cronos,0.0934620962,21378560.62,2483433763.1160517,-0.949758672383,-13.653330871067
2025-02-11,3635,CRO,Cronos,0.0942875,15853180.19,2505366028.8196516,0.88314276907,-17.068730379416
2025-02-12,3635,CRO,Cronos,0.0923950987,19818018.84,2455081972.6147413,-2.007054283745,-13.456837527473
2025-02-13,3635,CRO,Cronos,0.0951611088,35281353.53,2528579178.980141,2.993676267645,-6.517873196627
2025-02-14,3635,CRO,Cronos,0.0909833521,18134049.38,2417569662.847813,-4.390193396163,-5.069075470723
2025-02-15,3635,CRO,Cronos,0.091230888,21112928.32,2424147078.3416243,0.272067258077,-3.384893426415
2025-02-16,3635,CRO,Cronos,0.088673995,17357290.45,2356206440.6411715,-2.802661534338,-6.024142850357
2025-02-17,3635,CRO,Cronos,0.0876539136,13085329.06,2329101286.109272,-1.150372652598,-6.214479294714
2025-02-18,3635,CRO,Cronos,0.0878297626,18948278.04,2333773868.864739,0.200617413392,-6.848985656429
2025-02-19,3635,CRO,Cronos,0.0848739352,20099792.06,2255232919.944062,-3.365405276343,-8.140219141352
2025-02-20,3635,CRO,Cronos,0.0842958226,14175410.91,2239871567.120534,-0.68114263,-11.41778016127
2025-02-21,3635,CRO,Cronos,0.0860686503,14953649.2,2286978366.059327,2.103102679202,-5.401759411336
2025-02-22,3635,CRO,Cronos,0.0833862558,20529662.17,2215702956.8934283,-3.116575575164,-8.598658196548
2025-02-23,3635,CRO,Cronos,0.0855705534,15988607.99,2273743152.651182,2.619493537127,-3.499832891024
2025-02-24,3635,CRO,Cronos,0.0850814221,15381704.58,2260746171.054127,-0.571611687182,-2.934827929675
2025-02-25,3635,CRO,Cronos,0.0774374849,60767027.1,2057634829.515912,-8.984261220423,-11.832296309117
2025-02-26,3635,CRO,Cronos,0.07645832,38463837.58,2031616890.744807,-1.264458513138,-9.915429453948
2025-02-27,3635,CRO,Cronos,0.0734032188,27618107.4,1950438082.8473606,-3.995773428901,-12.921878580978
2025-02-28,3635,CRO,Cronos,0.0741830718,21821386.37,1971159994.5926046,1.06242345899,-13.809416658843
2025-03-01,3635,CRO,Cronos,0.0736499042,36813109.94,1956992900.0109487,-0.718718654017,-11.676206689962
2025-03-02,3635,CRO,Cronos,0.0737187602,22690715.79,1958822510.2490313,0.093490898106,-13.850317351586
2025-03-03,3635,CRO,Cronos,0.0823701174,45953028.51,2188702575.149074,11.735625034798,-3.186717590302
2025-03-04,3635,CRO,Cronos,0.0767882163,199503415.34,2040382748.9811635,-6.776609478691,-0.838442287585
2025-03-05,3635,CRO,Cronos,0.0738774873,49418916.3,1963040136.8573267,-3.790593316987,-3.375476656051
2025-03-06,3635,CRO,Cronos,0.0801939614,58647607.47,2130878711.8054812,8.549930885104,9.251287213112
2025-03-07,3635,CRO,Cronos,0.0888454097,203593654.62,2360761196.782769,10.788154375174,19.76507250852
2025-03-08,3635,CRO,Cronos,0.0827874517,102399339.35,2199791797.307085,-6.818538007785,12.406733682824
2025-03-09,3635,CRO,Cronos,0.0849202583,42276876.4,2256463797.7266,2.57624382857,15.194908467727
2025-03-10,3635,CRO,Cronos,0.0804711364,81487068.98,2138243685.5302927,-5.239176108893,-2.30542469277
2025-03-11,3635,CRO,Cronos,0.0761634388,65973012.26,2023781436.3944027,-5.353096558192,-0.81363717641
2025-03-12,3635,CRO,Cronos,0.0800907497,59398001.6,2128136216.4571307,5.156425401779,8.410224350487
2025-03-13,3635,CRO,Cronos,0.0842791946,35145712.24,2239429734.937333,5.229623819169,5.094190604583
2025-03-14,3635,CRO,Cronos,0.0811475451,32749738.3,2156216920.1051188,-3.715803784062,-8.664335764092
2025-03-15,3635,CRO,Cronos,0.0825822135,35047257.12,2194338299.6880965,1.767975161846,-0.247909716986
2025-03-16,3635,CRO,Cronos,0.0840953606,32707260.73,2234544977.943391,1.832291687248,-0.971379190984
2025-03-17,3635,CRO,Cronos,0.0829320901,48342476.09,2203635064.710878,-1.383275500722,3.058181797664
2025-03-18,3635,CRO,Cronos,0.0851817712,66018744.7,2263412604.3915114,2.7126787297,11.840763221153
2025-03-19,3635,CRO,Cronos,0.0786813562,33369803.74,2090686432.987233,-7.631227778318,-1.759745601823
